Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Zoarces,viviparus,67.25,41.75,1604:371:2,0.05
Zoarces,viviparus,67.75,41.25,1604:371:3,0.13
Zoarces,viviparus,67.25,42.25,1604:372:1,0.02
Zoarces,viviparus,67.25,42.75,1604:372:2,0.04
Zoarces,viviparus,67.75,42.75,1604:372:4,0.02
Zoarces,viviparus,67.25,43.25,1604:373:1,0.06
Zoarces,viviparus,67.25,43.75,1604:373:2,0.06
Zoarces,viviparus,67.75,43.25,1604:373:3,0.06
Zoarces,viviparus,67.75,43.75,1604:373:4,0.06
Zoarces,viviparus,67.25,44.25,1604:374:1,0.07
Zoarces,viviparus,67.25,44.75,1604:374:2,0.07
Zoarces,viviparus,67.75,44.25,1604:374:3,0.07
Zoarces,viviparus,68.25,43.25,1604:383:1,0.04
Zoarces,viviparus,68.25,43.75,1604:383:2,0.05
Zoarces,viviparus,68.75,43.25,1604:383:3,0.11
Zoarces,viviparus,68.75,43.75,1604:383:4,0.09
Zoarces,viviparus,68.25,44.25,1604:384:1,0.07
Zoarces,viviparus,68.75,44.25,1604:384:3,0.09
Zoarces,viviparus,68.75,44.75,1604:384:4,0.08
Zoarces,viviparus,69.25,43.25,1604:393:1,0.02
Zoarces,viviparus,66.75,45.75,1604:465:4,0.08
Zoarces,viviparus,66.75,46.25,1604:466:3,0.08
Zoarces,viviparus,66.75,46.75,1604:466:4,0.07
Zoarces,viviparus,66.75,47.25,1604:467:3,0.06
Zoarces,viviparus,66.75,47.75,1604:467:4,0.05
Zoarces,viviparus,67.25,45.25,1604:475:1,0.06
Zoarces,viviparus,67.25,45.75,1604:475:2,0.05
Zoarces,viviparus,67.75,45.25,1604:475:3,0.06
Zoarces,viviparus,67.75,45.75,1604:475:4,0.04
Zoarces,viviparus,67.25,46.25,1604:476:1,0.04
Zoarces,viviparus,67.25,46.75,1604:476:2,0.03
Zoarces,viviparus,67.25,47.25,1604:477:1,0.02
Zoarces,viviparus,67.25,47.75,1604:477:2,0.02
Zoarces,viviparus,68.25,45.75,1604:485:2,0.04
Zoarces,viviparus,68.75,45.25,1604:485:3,0.07
Zoarces,viviparus,68.75,45.75,1604:485:4,0.06
Zoarces,viviparus,68.25,46.25,1604:486:1,0.01
Zoarces,viviparus,68.75,46.25,1604:486:3,0.02
Zoarces,viviparus,69.75,47.75,1604:497:4,0.01
Zoarces,viviparus,70.75,20.75,1702:100:4,0.1
Zoarces,viviparus,70.25,32.25,1703:102:1,0.18
Zoarces,viviparus,70.75,42.25,1704:102:3,0.11
Zoarces,viviparus,50.25,-0.75,7500:100:2,0.02
Zoarces,viviparus,50.75,-0.25,7500:100:3,0.19
Zoarces,viviparus,50.75,-0.75,7500:100:4,0.16
Zoarces,viviparus,50.25,-1.25,7500:101:1,0.05
Zoarces,viviparus,50.25,-1.75,7500:101:2,0.04
Zoarces,viviparus,50.75,-1.25,7500:101:3,0.15
Zoarces,viviparus,50.75,-1.75,7500:101:4,0.18
Zoarces,viviparus,50.25,-2.25,7500:102:1,0.08
Zoarces,viviparus,50.25,-2.75,7500:102:2,0.03
Zoarces,viviparus,50.25,-3.25,7500:103:1,0.06
Zoarces,viviparus,50.25,-3.75,7500:103:2,0.05
Zoarces,viviparus,50.25,-4.25,7500:104:1,0.01
Zoarces,viviparus,50.75,-4.75,7500:104:4,0.09
Zoarces,viviparus,51.25,-3.25,7500:113:1,0.17
Zoarces,viviparus,50.25,-5.25,7500:205:1,0.09
Zoarces,viviparus,50.25,-5.75,7500:205:2,0.14
Zoarces,viviparus,51.25,-9.25,7500:219:1,0.18
Zoarces,viviparus,51.25,-9.75,7500:219:2,0.16
Zoarces,viviparus,54.25,-9.75,7500:249:2,0.17
Zoarces,viviparus,55.25,-0.25,7500:350:1,0.1
Zoarces,viviparus,56.75,-1.75,7500:361:4,0.17
Zoarces,viviparus,58.75,-2.25,7500:382:3,0.07
Zoarces,viviparus,59.75,-1.25,7500:391:3,0.07
