Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Lycodichthys,dearborni,-76.75,-162.25,5716:362:3,0.58
Lycodichthys,dearborni,-76.75,-162.75,5716:362:4,0.59
Lycodichthys,dearborni,-76.25,-163.75,5716:363:2,0.4
Lycodichthys,dearborni,-76.25,-164.25,5716:364:1,0.41
Lycodichthys,dearborni,-76.25,-164.75,5716:364:2,0.43
Lycodichthys,dearborni,-77.25,-160.25,5716:370:1,0.49
Lycodichthys,dearborni,-77.25,-160.75,5716:370:2,0.56
Lycodichthys,dearborni,-77.75,-160.25,5716:370:3,0.54
Lycodichthys,dearborni,-77.75,-160.75,5716:370:4,0.55
Lycodichthys,dearborni,-77.25,-161.75,5716:371:2,0.58
Lycodichthys,dearborni,-77.25,-163.75,5716:373:2,0.57
Lycodichthys,dearborni,-77.75,-164.25,5716:374:3,0.59
Lycodichthys,dearborni,-76.25,-165.25,5716:465:1,0.45
Lycodichthys,dearborni,-76.25,-165.75,5716:465:2,0.47
Lycodichthys,dearborni,-76.75,-165.75,5716:465:4,0.56
Lycodichthys,dearborni,-76.25,-166.25,5716:466:1,0.45
Lycodichthys,dearborni,-76.25,-166.75,5716:466:2,0.47
Lycodichthys,dearborni,-76.75,-166.25,5716:466:3,0.56
Lycodichthys,dearborni,-76.75,-166.75,5716:466:4,0.56
Lycodichthys,dearborni,-76.25,-167.25,5716:467:1,0.56
Lycodichthys,dearborni,-76.25,-167.75,5716:467:2,0.58
Lycodichthys,dearborni,-77.25,-165.25,5716:475:1,0.54
Lycodichthys,dearborni,-77.25,-165.75,5716:475:2,0.54
Lycodichthys,dearborni,-77.25,-166.25,5716:476:1,0.55
Lycodichthys,dearborni,-77.25,-168.75,5716:478:2,0.51
Lycodichthys,dearborni,-77.75,-168.25,5716:478:3,0.55
Lycodichthys,dearborni,-72.25,-177.75,5717:227:2,0.54
Lycodichthys,dearborni,-72.25,-178.25,5717:228:1,0.54
Lycodichthys,dearborni,-72.25,-178.75,5717:228:2,0.48
Lycodichthys,dearborni,-72.25,-179.25,5717:229:1,0.45
Lycodichthys,dearborni,-72.25,-179.75,5717:229:2,0.57
Lycodichthys,dearborni,-72.75,-179.25,5717:229:3,0.56
Lycodichthys,dearborni,-72.75,-179.75,5717:229:4,0.45
Lycodichthys,dearborni,-75.75,-174.25,5717:354:3,0.42
Lycodichthys,dearborni,-73.25,168.75,3716:238:2,0.68
Lycodichthys,dearborni,-73.25,169.25,3716:239:1,0.71
Lycodichthys,dearborni,-74.75,168.75,3716:248:4,0.69
Lycodichthys,dearborni,-74.75,169.25,3716:249:3,0.78
Lycodichthys,dearborni,-75.25,167.75,3716:457:2,0.6
Lycodichthys,dearborni,-75.25,168.25,3716:458:1,0.61
Lycodichthys,dearborni,-75.25,168.75,3716:458:2,0.65
Lycodichthys,dearborni,-75.75,168.75,3716:458:4,0.64
Lycodichthys,dearborni,-75.25,169.25,3716:459:1,0.66
Lycodichthys,dearborni,-75.25,169.75,3716:459:2,0.71
Lycodichthys,dearborni,-75.75,169.25,3716:459:3,0.72
Lycodichthys,dearborni,-76.25,168.75,3716:468:2,0.62
Lycodichthys,dearborni,-72.25,173.75,3717:123:2,0.72
Lycodichthys,dearborni,-72.25,174.25,3717:124:1,0.62
Lycodichthys,dearborni,-73.75,170.25,3717:130:3,0.64
Lycodichthys,dearborni,-73.25,177.75,3717:237:2,0.65
Lycodichthys,dearborni,-75.75,170.25,3717:350:3,0.63
Lycodichthys,dearborni,-76.25,170.25,3717:360:1,0.64
Lycodichthys,dearborni,-76.25,170.75,3717:360:2,0.66
Lycodichthys,dearborni,-75.75,179.75,3717:459:4,0.61
Lycodichthys,dearborni,-76.25,178.75,3717:468:2,0.67
Lycodichthys,dearborni,-76.75,178.25,3717:468:3,0.64
Lycodichthys,dearborni,-76.75,178.75,3717:468:4,0.68
Lycodichthys,dearborni,-74.25,-133.75,5713:143:2,0.61
Lycodichthys,dearborni,-77.25,-156.75,5715:476:2,0.62
Lycodichthys,dearborni,-77.25,-157.25,5715:477:1,0.68
Lycodichthys,dearborni,-77.25,-157.75,5715:477:2,0.66
Lycodichthys,dearborni,-77.75,-158.25,5715:478:3,0.62
Lycodichthys,dearborni,-76.75,-163.25,5716:363:3,0.67
Lycodichthys,dearborni,-76.75,-164.25,5716:364:3,0.68
Lycodichthys,dearborni,-76.75,-164.75,5716:364:4,0.63
Lycodichthys,dearborni,-77.25,-161.25,5716:371:1,0.63
Lycodichthys,dearborni,-77.25,-162.75,5716:372:2,0.62
Lycodichthys,dearborni,-77.75,-162.75,5716:372:4,0.62
Lycodichthys,dearborni,-77.25,-163.25,5716:373:1,0.61
Lycodichthys,dearborni,-77.75,-163.25,5716:373:3,0.62
Lycodichthys,dearborni,-77.75,-163.75,5716:373:4,0.6
Lycodichthys,dearborni,-77.25,-164.25,5716:374:1,0.68
Lycodichthys,dearborni,-77.25,-164.75,5716:374:2,0.6
Lycodichthys,dearborni,-77.75,-164.75,5716:374:4,0.61
Lycodichthys,dearborni,-76.75,-165.25,5716:465:3,0.63
Lycodichthys,dearborni,-76.75,-167.25,5716:467:3,0.68
Lycodichthys,dearborni,-76.75,-167.75,5716:467:4,0.67
Lycodichthys,dearborni,-76.25,-168.25,5716:468:1,0.6
Lycodichthys,dearborni,-76.75,-168.25,5716:468:3,0.67
Lycodichthys,dearborni,-76.75,-168.75,5716:468:4,0.67
Lycodichthys,dearborni,-76.25,-169.25,5716:469:1,0.63
Lycodichthys,dearborni,-76.25,-169.75,5716:469:2,0.67
Lycodichthys,dearborni,-77.75,-165.75,5716:475:4,0.63
Lycodichthys,dearborni,-77.75,-166.25,5716:476:3,0.66
Lycodichthys,dearborni,-77.75,-166.75,5716:476:4,0.69
Lycodichthys,dearborni,-77.75,-167.25,5716:477:3,0.62
Lycodichthys,dearborni,-77.75,-167.75,5716:477:4,0.67
Lycodichthys,dearborni,-72.25,-177.25,5717:227:1,0.6
Lycodichthys,dearborni,-72.75,-178.25,5717:228:3,0.71
Lycodichthys,dearborni,-72.75,-178.75,5717:228:4,0.71
Lycodichthys,dearborni,-73.25,-179.25,5717:239:1,0.77
Lycodichthys,dearborni,-73.25,-179.75,5717:239:2,0.79
Lycodichthys,dearborni,-75.75,-174.75,5717:354:4,0.69
Lycodichthys,dearborni,-76.25,-170.25,5717:360:1,0.67
Lycodichthys,dearborni,-76.25,-172.25,5717:362:1,0.67
Lycodichthys,dearborni,-76.25,-172.75,5717:362:2,0.68
Lycodichthys,dearborni,-76.25,-173.25,5717:363:1,0.69
Lycodichthys,dearborni,-76.25,-173.75,5717:363:2,0.7
Lycodichthys,dearborni,-76.25,-174.25,5717:364:1,0.69
Lycodichthys,dearborni,-76.25,-174.75,5717:364:2,0.71
Lycodichthys,dearborni,-75.75,-175.25,5717:455:3,0.7
Lycodichthys,dearborni,-75.75,-175.75,5717:455:4,0.69
Lycodichthys,dearborni,-75.75,-176.25,5717:456:3,0.72
Lycodichthys,dearborni,-75.75,-176.75,5717:456:4,0.7
Lycodichthys,dearborni,-75.75,-177.25,5717:457:3,0.72
Lycodichthys,dearborni,-75.75,-177.75,5717:457:4,0.73
Lycodichthys,dearborni,-76.75,-179.25,5717:469:3,0.71
Lycodichthys,dearborni,-76.75,-179.75,5717:469:4,0.71
Lycodichthys,dearborni,-73.25,169.75,3716:239:2,0.81
Lycodichthys,dearborni,-74.75,169.75,3716:249:4,0.84
Lycodichthys,dearborni,-75.75,169.75,3716:459:4,0.81
Lycodichthys,dearborni,-72.75,170.25,3717:120:3,1
Lycodichthys,dearborni,-72.75,170.75,3717:120:4,1
Lycodichthys,dearborni,-72.25,171.75,3717:121:2,1
Lycodichthys,dearborni,-72.75,171.25,3717:121:3,1
Lycodichthys,dearborni,-72.75,171.75,3717:121:4,0.97
Lycodichthys,dearborni,-72.25,172.25,3717:122:1,1
Lycodichthys,dearborni,-72.25,172.75,3717:122:2,1
Lycodichthys,dearborni,-72.75,172.25,3717:122:3,1
Lycodichthys,dearborni,-72.75,172.75,3717:122:4,1
Lycodichthys,dearborni,-72.25,173.25,3717:123:1,0.81
Lycodichthys,dearborni,-72.75,174.25,3717:124:3,0.93
Lycodichthys,dearborni,-72.75,174.75,3717:124:4,0.95
Lycodichthys,dearborni,-73.25,170.25,3717:130:1,0.91
Lycodichthys,dearborni,-73.25,170.75,3717:130:2,0.82
Lycodichthys,dearborni,-73.75,172.75,3717:132:4,1
Lycodichthys,dearborni,-73.75,173.25,3717:133:3,1
Lycodichthys,dearborni,-73.75,173.75,3717:133:4,1
Lycodichthys,dearborni,-73.25,174.25,3717:134:1,1
Lycodichthys,dearborni,-73.25,174.75,3717:134:2,0.98
Lycodichthys,dearborni,-73.75,174.25,3717:134:3,1
Lycodichthys,dearborni,-73.75,174.75,3717:134:4,1
Lycodichthys,dearborni,-74.75,170.25,3717:140:3,0.87
Lycodichthys,dearborni,-74.25,171.25,3717:141:1,0.99
Lycodichthys,dearborni,-74.25,171.75,3717:141:2,1
Lycodichthys,dearborni,-74.75,171.25,3717:141:3,0.95
Lycodichthys,dearborni,-74.75,171.75,3717:141:4,0.91
