Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Leptoclinus,maculatus,58.25,22.25,1502:382:1,0.01
Leptoclinus,maculatus,58.75,22.25,1502:382:3,0.01
Leptoclinus,maculatus,58.75,22.75,1502:382:4,0.01
Leptoclinus,maculatus,58.75,23.25,1502:383:3,0.01
Leptoclinus,maculatus,59.25,20.25,1502:390:1,0.01
Leptoclinus,maculatus,59.25,20.75,1502:390:2,0.03
Leptoclinus,maculatus,59.75,20.25,1502:390:3,0.01
Leptoclinus,maculatus,59.75,20.75,1502:390:4,0.02
Leptoclinus,maculatus,59.25,21.25,1502:391:1,0.04
Leptoclinus,maculatus,59.25,21.75,1502:391:2,0.04
Leptoclinus,maculatus,59.75,21.25,1502:391:3,0.03
Leptoclinus,maculatus,59.75,21.75,1502:391:4,0.02
Leptoclinus,maculatus,59.25,22.25,1502:392:1,0.04
Leptoclinus,maculatus,59.25,22.75,1502:392:2,0.03
Leptoclinus,maculatus,59.75,22.25,1502:392:3,0.01
Leptoclinus,maculatus,59.75,22.75,1502:392:4,0.01
Leptoclinus,maculatus,59.25,23.25,1502:393:1,0.03
Leptoclinus,maculatus,59.25,23.75,1502:393:2,0.02
Leptoclinus,maculatus,59.75,30.25,1503:390:3,0.05
Leptoclinus,maculatus,51.75,142.25,1514:112:3,0.15
Leptoclinus,maculatus,52.75,144.75,1514:124:4,0.02
Leptoclinus,maculatus,53.25,142.75,1514:132:2,0.03
Leptoclinus,maculatus,50.25,146.25,1514:206:1,0.02
Leptoclinus,maculatus,54.75,148.25,1514:248:3,0.08
Leptoclinus,maculatus,51.75,151.75,1515:111:4,0.17
Leptoclinus,maculatus,52.25,152.75,1515:122:2,0.06
Leptoclinus,maculatus,52.75,152.25,1515:122:3,0.03
Leptoclinus,maculatus,53.75,150.75,1515:130:4,0.18
Leptoclinus,maculatus,53.75,156.25,1515:236:3,0.13
Leptoclinus,maculatus,56.25,153.25,1515:363:1,0.09
Leptoclinus,maculatus,57.25,157.25,1515:477:1,0.15
Leptoclinus,maculatus,59.25,162.75,1516:392:2,0.01
Leptoclinus,maculatus,59.25,169.75,1516:499:2,0.13
Leptoclinus,maculatus,51.25,178.25,1517:218:1,0.18
Leptoclinus,maculatus,55.25,176.75,1517:456:2,0.19
Leptoclinus,maculatus,60.25,0.25,1600:100:1,0.01
Leptoclinus,maculatus,60.25,0.75,1600:100:2,0.02
Leptoclinus,maculatus,60.25,1.25,1600:101:1,0.04
Leptoclinus,maculatus,60.25,1.75,1600:101:2,0.06
Leptoclinus,maculatus,60.75,1.25,1600:101:3,0.02
Leptoclinus,maculatus,60.75,1.75,1600:101:4,0.03
Leptoclinus,maculatus,60.25,2.25,1600:102:1,0.07
Leptoclinus,maculatus,60.25,2.75,1600:102:2,0.09
Leptoclinus,maculatus,60.75,2.25,1600:102:3,0.04
Leptoclinus,maculatus,60.75,2.75,1600:102:4,0.06
Leptoclinus,maculatus,60.25,3.25,1600:103:1,0.19
Leptoclinus,maculatus,61.25,1.75,1600:111:2,0.01
Leptoclinus,maculatus,61.75,1.75,1600:111:4,0.02
Leptoclinus,maculatus,61.25,2.25,1600:112:1,0.03
Leptoclinus,maculatus,61.25,2.75,1600:112:2,0.1
Leptoclinus,maculatus,61.75,2.25,1600:112:3,0.08
Leptoclinus,maculatus,61.75,2.75,1600:112:4,0.18
Leptoclinus,maculatus,62.25,0.25,1600:120:1,0.01
Leptoclinus,maculatus,62.25,0.75,1600:120:2,0.01
Leptoclinus,maculatus,62.25,1.25,1600:121:1,0.01
Leptoclinus,maculatus,62.25,1.75,1600:121:2,0.02
Leptoclinus,maculatus,62.75,1.75,1600:121:4,0.01
Leptoclinus,maculatus,62.25,2.25,1600:122:1,0.08
Leptoclinus,maculatus,62.75,2.25,1600:122:3,0.03
Leptoclinus,maculatus,62.75,2.75,1600:122:4,0.06
Leptoclinus,maculatus,62.75,3.25,1600:123:3,0.14
Leptoclinus,maculatus,63.25,4.75,1600:134:2,0.17
Leptoclinus,maculatus,61.75,5.75,1600:215:4,0.01
Leptoclinus,maculatus,64.25,5.75,1600:245:2,0.17
Leptoclinus,maculatus,64.75,5.75,1600:245:4,0.16
Leptoclinus,maculatus,65.25,5.75,1600:455:2,0.1
Leptoclinus,maculatus,65.75,5.75,1600:455:4,0.09
Leptoclinus,maculatus,65.25,6.25,1600:456:1,0.14
Leptoclinus,maculatus,65.25,6.75,1600:456:2,0.13
Leptoclinus,maculatus,65.75,6.25,1600:456:3,0.1
Leptoclinus,maculatus,65.75,6.75,1600:456:4,0.08
Leptoclinus,maculatus,65.25,7.25,1600:457:1,0.13
Leptoclinus,maculatus,65.25,7.75,1600:457:2,0.14
Leptoclinus,maculatus,65.75,7.25,1600:457:3,0.09
Leptoclinus,maculatus,65.75,7.75,1600:457:4,0.1
Leptoclinus,maculatus,65.25,8.25,1600:458:1,0.14
Leptoclinus,maculatus,65.25,8.75,1600:458:2,0.15
Leptoclinus,maculatus,65.75,8.25,1600:458:3,0.12
Leptoclinus,maculatus,65.75,8.75,1600:458:4,0.16
Leptoclinus,maculatus,66.25,5.75,1600:465:2,0.01
Leptoclinus,maculatus,66.25,6.25,1600:466:1,0.09
Leptoclinus,maculatus,66.25,6.75,1600:466:2,0.08
Leptoclinus,maculatus,66.75,6.75,1600:466:4,0.04
Leptoclinus,maculatus,66.25,7.25,1600:467:1,0.08
Leptoclinus,maculatus,66.25,7.75,1600:467:2,0.09
Leptoclinus,maculatus,66.75,7.25,1600:467:3,0.06
Leptoclinus,maculatus,66.75,7.75,1600:467:4,0.08
Leptoclinus,maculatus,66.25,8.25,1600:468:1,0.12
Leptoclinus,maculatus,66.25,8.75,1600:468:2,0.15
Leptoclinus,maculatus,66.75,8.25,1600:468:3,0.1
Leptoclinus,maculatus,66.75,8.75,1600:468:4,0.11
Leptoclinus,maculatus,66.25,9.25,1600:469:1,0.15
Leptoclinus,maculatus,66.25,9.75,1600:469:2,0.15
Leptoclinus,maculatus,66.75,9.25,1600:469:3,0.12
Leptoclinus,maculatus,66.75,9.75,1600:469:4,0.16
Leptoclinus,maculatus,67.25,8.25,1600:478:1,0.07
Leptoclinus,maculatus,67.25,8.75,1600:478:2,0.09
Leptoclinus,maculatus,67.25,9.25,1600:479:1,0.18
Leptoclinus,maculatus,67.75,9.25,1600:479:3,0.1
Leptoclinus,maculatus,67.75,9.75,1600:479:4,0.19
Leptoclinus,maculatus,64.75,11.75,1601:141:4,0.09
Leptoclinus,maculatus,62.25,17.25,1601:227:1,0.06
Leptoclinus,maculatus,62.75,17.75,1601:227:4,0.08
Leptoclinus,maculatus,65.25,12.25,1601:352:1,0.11
Leptoclinus,maculatus,65.75,12.25,1601:352:3,0.09
Leptoclinus,maculatus,65.75,12.75,1601:352:4,0.09
Leptoclinus,maculatus,66.25,10.25,1601:360:1,0.17
Leptoclinus,maculatus,66.25,13.25,1601:363:1,0.07
Leptoclinus,maculatus,66.75,13.75,1601:363:4,0.05
Leptoclinus,maculatus,68.25,10.25,1601:380:1,0.18
Leptoclinus,maculatus,68.75,11.75,1601:381:4,0.17
Leptoclinus,maculatus,69.25,13.75,1601:393:2,0.18
Leptoclinus,maculatus,67.25,15.25,1601:475:1,0.1
Leptoclinus,maculatus,67.75,15.25,1601:475:3,0.16
