Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Cryptacanthodes,maculatus,48.75,-58.75,7405:488:4,1
Cryptacanthodes,maculatus,48.25,-59.25,7405:489:1,1
Cryptacanthodes,maculatus,48.75,-59.25,7405:489:3,1
Cryptacanthodes,maculatus,49.75,-55.25,7405:495:3,1
Cryptacanthodes,maculatus,49.75,-55.75,7405:495:4,1
Cryptacanthodes,maculatus,49.75,-56.25,7405:496:3,1
Cryptacanthodes,maculatus,49.75,-56.75,7405:496:4,1
Cryptacanthodes,maculatus,49.75,-57.75,7405:497:4,1
Cryptacanthodes,maculatus,49.25,-58.25,7405:498:1,1
Cryptacanthodes,maculatus,49.25,-58.75,7405:498:2,1
Cryptacanthodes,maculatus,49.75,-58.25,7405:498:3,1
Cryptacanthodes,maculatus,49.25,-59.25,7405:499:1,0.93
Cryptacanthodes,maculatus,42.75,-62.75,7406:122:4,1
Cryptacanthodes,maculatus,42.75,-64.75,7406:124:4,1
Cryptacanthodes,maculatus,43.25,-60.75,7406:130:2,0.85
Cryptacanthodes,maculatus,43.75,-64.25,7406:134:3,0.8
Cryptacanthodes,maculatus,43.75,-64.75,7406:134:4,1
Cryptacanthodes,maculatus,44.75,-60.25,7406:140:3,1
Cryptacanthodes,maculatus,44.75,-60.75,7406:140:4,1
Cryptacanthodes,maculatus,44.75,-61.75,7406:141:4,1
Cryptacanthodes,maculatus,44.75,-62.25,7406:142:3,1
Cryptacanthodes,maculatus,44.75,-62.75,7406:142:4,1
Cryptacanthodes,maculatus,44.25,-63.25,7406:143:1,1
Cryptacanthodes,maculatus,44.25,-63.75,7406:143:2,1
Cryptacanthodes,maculatus,44.75,-63.25,7406:143:3,1
Cryptacanthodes,maculatus,44.75,-63.75,7406:143:4,1
Cryptacanthodes,maculatus,44.25,-64.25,7406:144:1,1
Cryptacanthodes,maculatus,44.25,-64.75,7406:144:2,1
Cryptacanthodes,maculatus,44.75,-64.25,7406:144:3,1
Cryptacanthodes,maculatus,40.75,-67.75,7406:207:4,0.84
Cryptacanthodes,maculatus,40.75,-68.25,7406:208:3,0.89
Cryptacanthodes,maculatus,40.75,-68.75,7406:208:4,0.92
Cryptacanthodes,maculatus,40.75,-69.25,7406:209:3,0.95
Cryptacanthodes,maculatus,40.75,-69.75,7406:209:4,0.95
Cryptacanthodes,maculatus,41.25,-66.75,7406:216:2,1
Cryptacanthodes,maculatus,41.75,-66.25,7406:216:3,1
Cryptacanthodes,maculatus,41.75,-66.75,7406:216:4,1
Cryptacanthodes,maculatus,41.25,-67.25,7406:217:1,1
Cryptacanthodes,maculatus,41.25,-67.75,7406:217:2,1
Cryptacanthodes,maculatus,41.75,-67.25,7406:217:3,1
Cryptacanthodes,maculatus,41.75,-67.75,7406:217:4,1
Cryptacanthodes,maculatus,41.25,-68.25,7406:218:1,1
Cryptacanthodes,maculatus,41.25,-68.75,7406:218:2,1
Cryptacanthodes,maculatus,41.75,-68.25,7406:218:3,1
Cryptacanthodes,maculatus,41.25,-69.25,7406:219:1,1
Cryptacanthodes,maculatus,41.25,-69.75,7406:219:2,1
Cryptacanthodes,maculatus,41.75,-69.25,7406:219:3,0.99
Cryptacanthodes,maculatus,41.75,-69.75,7406:219:4,1
Cryptacanthodes,maculatus,42.25,-66.75,7406:226:2,1
Cryptacanthodes,maculatus,42.75,-66.25,7406:226:3,1
Cryptacanthodes,maculatus,42.25,-67.25,7406:227:1,1
Cryptacanthodes,maculatus,42.25,-67.75,7406:227:2,1
